ID,Category,Name,Floor,Building,X,Y,Description
3010333,HALLWAY,...,3,사범대학,1180,433,...
3010334,HALLWAY,...,3,사범대학,1180,477,...
3010335,HALLWAY,...,3,사범대학,1041,477,...
3010336,HALLWAY,...,3,사범대학,989,477,...
3010337,HALLWAY,...,3,사범대학,888,477,...
3010338,HALLWAY,...,3,사범대학,791,477,...
3010339,HALLWAY,...,3,사범대학,723,477,...
3010340,HALLWAY,...,3,사범대학,607,477,...
3010341,HALLWAY,...,3,사범대학,607,433,...
3010342,HALLWAY,...,3,사범대학,791,433,...
3010343,HALLWAY,...,3,사범대학,989,433,...

3010401,CLASSROOM,401호,4,사범대학,425,352,...
3010402,CLASSROOM,402호,4,사범대학,307,200,...
3010403,CLASSROOM,403호,4,사범대학,470,200,...
3010404,CLASSROOM,404호,4,사범대학,920,200,...
3010405,CLASSROOM,405호,4,사범대학,1050,200,...
3010406,CLASSROOM,406호,4,사범대학,1230,200,...
3010407,CLASSROOM,407호,4,사범대학,1300,360,...
3010408,CLASSROOM,408호,4,사범대학,1140,360,...
3010409,CLASSROOM,409호,4,사범대학,950,360,...
3010410,CLASSROOM,410호,4,사범대학,795,360,...
3010411,RESTROOM,화장실,4,사범대학,800,180,...

3010412,HALLWAY,...,4,사범대학,270,280,...
3010413,HALLWAY,...,4,사범대학,368,280,...
3010414,STAIRS,...,4,사범대학,569,280,...
3010415,HALLWAY,...,4,사범대학,753,280,...
3010416,HALLWAY,...,4,사범대학,860,280,...
3010417,HALLWAY,...,4,사범대학,983,280,...
3010418,HALLWAY,...,4,사범대학,1048,280,...
3010419,HALLWAY,...,4,사범대학,1105,280,...
3010420,HALLWAY,...,4,사범대학,1230,280,...
3010421,HALLWAY,...,4,사범대학,1363,280,...
3010422,STAIRS,...,4,사범대학,1363,221,...

3010501,CLASSROOM,501호,5,사범대학,485,445,...
3010502,CLASSROOM,502호,5,사범대학,420,445,...
3010503,CLASSROOM,503호,5,사범대학,355,445,...
3010504,CLASSROOM,504호,5,사범대학,290,445,...
3010505,CLASSROOM,505호,5,사범대학,225,445,...
3010506,CLASSROOM,506호,5,사범대학,155,445,...
3010507,CLASSROOM,507호,5,사범대학,190,275,...
3010508,CLASSROOM,508호,5,사범대학,360,275,...
3010509,CLASSROOM,509호,5,사범대학,820,275,...
3010510,CLASSROOM,510호,5,사범대학,1010,275,...
3010511,CLASSROOM,511호,5,사범대학,1195,275,...
3010512,CLASSROOM,512호,5,사범대학,1290,445,...
3010513,CLASSROOM,513호,5,사범대학,1225,445,...
3010514,CLASSROOM,514호,5,사범대학,1165,445,...
3010515,CLASSROOM,515호,5,사범대학,1105,445,...
3010516,CLASSROOM,516호,5,사범대학,1040,445,...
3010517,CLASSROOM,517호,5,사범대학,980,445,...
3010518,CLASSROOM,518호,5,사범대학,920,445,...
3010519,CLASSROOM,519호,5,사범대학,860,445,...
3010520,CLASSROOM,520호,5,사범대학,795,445,...
3010521,CLASSROOM,521호,5,사범대학,730,445,...
3010522,CLASSROOM,522호,5,사범대학,670,445,...
3010523,RESTROOM,화장실,5,사범대학,700,260,...

3010524,HALLWAY,...,5,사범대학,165,360,...
3010525,HALLWAY,...,5,사범대학,260,360,...
3010526,HALLWAY,...,5,사범대학,300,360,...
3010527,HALLWAY,...,5,사범대학,368,360,...
3010528,HALLWAY,...,5,사범대학,437,360,...
3010529,STAIRS,...,5,사범대학,490,360,...
3010530,HALLWAY,...,5,사범대학,660,360,...
3010531,HALLWAY,...,5,사범대학,720,360,...
3010532,HALLWAY,...,5,사범대학,782,360,...
3010533,HALLWAY,...,5,사범대학,845,360,...
3010534,HALLWAY,...,5,사범대학,890,360,...
3010535,HALLWAY,...,5,사범대학,967,360,...
3010536,HALLWAY,...,5,사범대학,1030,360,...
3010537,HALLWAY,...,5,사범대학,1090,360,...
3010538,HALLWAY,...,5,사범대학,1133,360,...
3010539,HALLWAY,...,5,사범대학,1222,360,...
3010540,HALLWAY,...,5,사범대학,1260,360,...
3010541,STAIRS,...,5,사범대학,1260,290,...

3010601,CLASSROOM,601호,6,사범대학,530,410,...
3010602,CLASSROOM,602호,6,사범대학,475,410,...
3010603,CLASSROOM,603호,6,사범대학,415,410,...
3010604,CLASSROOM,604호,6,사범대학,360,410,...
3010605,CLASSROOM,605호,6,사범대학,300,410,...
3010606,CLASSROOM,606호,6,사범대학,240,410,...
3010607,CLASSROOM,607호,6,사범대학,333,260,...
3010608,CLASSROOM,608호,6,사범대학,480,260,...
3010609,CLASSROOM,609호,6,사범대학,805,260,...
3010610,CLASSROOM,610호,6,사범대학,915,260,...
3010611,CLASSROOM,611호,6,사범대학,1100,260,...
3010612,CLASSROOM,612호,6,사범대학,1210,260,...
3010613,CLASSROOM,613호,6,사범대학,1265,410,...
3010614,CLASSROOM,614호,6,사범대학,1205,410,...
3010615,CLASSROOM,615호,6,사범대학,1150,410,...
3010616,CLASSROOM,616호,6,사범대학,1095,410,...
3010617,CLASSROOM,617호,6,사범대학,1040,410,...
3010618,CLASSROOM,618호,6,사범대학,980,410,...
3010619,CLASSROOM,619호,6,사범대학,925,410,...
3010620,CLASSROOM,620호,6,사범대학,870,410,...
3010621,CLASSROOM,621호,6,사범대학,815,410,...
3010622,CLASSROOM,622호,6,사범대학,760,410,...
3010623,CLASSROOM,623호,6,사범대학,700,410,...
3010624,RESTROOM,화장실,6,사범대학,730,245,...

3010625,HALLWAY,...,6,사범대학,244,335,...
3010626,HALLWAY,...,6,사범대학,312,335,...
3010627,HALLWAY,...,6,사범대학,370,335,...
3010628,HALLWAY,...,6,사범대학,430,335,...
3010629,HALLWAY,...,6,사범대학,490,335,...
3010630,STAIRS,...,6,사범대학,540,335,...
3010631,HALLWAY,...,6,사범대학,690,335,...
3010632,HALLWAY,...,6,사범대학,755,335,...
3010633,HALLWAY,...,6,사범대학,800,335,...
3010634,HALLWAY,...,6,사범대학,860,335,...
3010635,HALLWAY,...,6,사범대학,915,335,...
3010636,HALLWAY,...,6,사범대학,970,335,...
3010637,HALLWAY,...,6,사범대학,1010,335,...
3010638,HALLWAY,...,6,사범대학,1080,335,...
3010639,HALLWAY,...,6,사범대학,1150,335,...
3010640,HALLWAY,...,6,사범대학,1202,335,...
3010641,HALLWAY,...,6,사범대학,1240,335,...
3010642,STAIRS,...,6,사범대학,1240,275,...

3010701,CLASSROOM,701호,7,사범대학,553,445,...
3010702,CLASSROOM,702호,7,사범대학,503,445,...
3010703,CLASSROOM,703호,7,사범대학,454,445,...
3010704,CLASSROOM,704호,7,사범대학,405,445,...
3010705,CLASSROOM,705호,7,사범대학,355,445,...
3010706,CLASSROOM,706호,7,사범대학,300,445,...
3010707,CLASSROOM,707호,7,사범대학,355,320,...
3010708,CLASSROOM,708호,7,사범대학,485,320,...
3010709,CLASSROOM,709호,7,사범대학,840,320,...
3010710,CLASSROOM,710호,7,사범대학,970,320,...
3010711,CLASSROOM,711호,7,사범대학,1090,320,...
3010712,CLASSROOM,712호,7,사범대학,1180,445,...
3010713,CLASSROOM,713호,7,사범대학,1130,445,...
3010714,CLASSROOM,714호,7,사범대학,1080,445,...
3010715,CLASSROOM,715호,7,사범대학,1033,445,...
3010716,CLASSROOM,716호,7,사범대학,985,445,...
3010717,CLASSROOM,717호,7,사범대학,935,445,...
3010718,CLASSROOM,718호,7,사범대학,888,445,...
3010719,CLASSROOM,719호,7,사범대학,840,445,...
3010720,CLASSROOM,720호,7,사범대학,795,445,...
3010721,CLASSROOM,721호,7,사범대학,745,445,...
3010722,CLASSROOM,722호,7,사범대학,695,445,...
3010723,RESTROOM,화장실,7,사범대학,722,305,...

3010724,HALLWAY,...,7,사범대학,308,383,...
3010725,HALLWAY,...,7,사범대학,365,383,...
3010726,HALLWAY,...,7,사범대학,415,383,...
3010727,HALLWAY,...,7,사범대학,465,383,...
3010728,HALLWAY,...,7,사범대학,520,383,...
3010729,STAIRS,...,7,사범대학,560,383,...
3010730,HALLWAY,...,7,사범대학,690,383,...
3010731,HALLWAY,...,7,사범대학,745,383,...
3010732,HALLWAY,...,7,사범대학,785,383,...
3010733,HALLWAY,...,7,사범대학,830,383,...
3010734,HALLWAY,...,7,사범대학,880,383,...
3010735,HALLWAY,...,7,사범대학,915,383,...
3010736,HALLWAY,...,7,사범대학,975,383,...
3010737,HALLWAY,...,7,사범대학,1029,383,...
3010738,HALLWAY,...,7,사범대학,1070,383,...
3010739,HALLWAY,...,7,사범대학,1125,383,...
3010740,HALLWAY,...,7,사범대학,1156,383,...
3010741,STAIRS,...,7,사범대학,1156,333,...

3010801,CLASSROOM,801호,8,사범대학,515,386,...
3010802,CLASSROOM,802호,8,사범대학,452,386,...
3010803,CLASSROOM,803호,8,사범대학,390,386,...
3010804,CLASSROOM,804호,8,사범대학,330,386,...
3010805,CLASSROOM,805호,8,사범대학,268,386,...
3010806,CLASSROOM,806호,8,사범대학,200,386,...
3010807,CLASSROOM,807호,8,사범대학,270,230,...
3010808,CLASSROOM,808호,8,사범대학,393,230,...
3010809,CLASSROOM,809호,8,사범대학,458,230,...
3010810,CLASSROOM,810호,8,사범대학,845,230,...
3010811,CLASSROOM,811호,8,사범대학,967,230,...
3010812,CLASSROOM,812호,8,사범대학,1120,230,...
3010813,CLASSROOM,813호,8,사범대학,1233,230,...
3010814,CLASSROOM,814호,8,사범대학,1293,386,...
3010815,CLASSROOM,815호,8,사범대학,1233,386,...
3010816,CLASSROOM,816호,8,사범대학,1175,386,...
3010817,CLASSROOM,817호,8,사범대학,1115,386,...
3010818,CLASSROOM,818호,8,사범대학,1055,386,...
3010819,CLASSROOM,819호,8,사범대학,995,386,...
3010820,CLASSROOM,820호,8,사범대학,935,386,...
3010821,CLASSROOM,821호,8,사범대학,875,386,...
3010822,CLASSROOM,822호,8,사범대학,816,386,...
3010823,CLASSROOM,822호,8,사범대학,757,386,...
3010824,CLASSROOM,822호,8,사범대학,693,386,...
3010825,RESTROOM,화장실,8,사범대학,725,210,...

3010826,HALLWAY,...,8,사범대학,210,305,...
3010827,HALLWAY,...,8,사범대학,280,305,...
3010828,HALLWAY,...,8,사범대학,340,305,...
3010829,HALLWAY,...,8,사범대학,400,305,...
3010830,HALLWAY,...,8,사범대학,470,305,...
3010831,STAIRS,...,8,사범대학,520,305,...
3010832,HALLWAY,...,8,사범대학,685,305,...
3010833,HALLWAY,...,8,사범대학,755,305,...
3010834,HALLWAY,...,8,사범대학,805,305,...
3010835,HALLWAY,...,8,사범대학,865,305,...
3010836,HALLWAY,...,8,사범대학,905,305,...
3010837,HALLWAY,...,8,사범대학,980,305,...
3010838,HALLWAY,...,8,사범대학,1025,305,...
3010839,HALLWAY,...,8,사범대학,1100,305,...
3010840,HALLWAY,...,8,사범대학,1160,305,...
3010841,HALLWAY,...,8,사범대학,1190,305,...
3010842,HALLWAY,...,8,사범대학,1230,305,...
3010843,HALLWAY,...,8,사범대학,1270,305,...
3010844,STAIRS,...,8,사범대학,1270,245,...
