ID,Category,Name,Floor,Building,X,Y,Description
31102062,HALLWAY,31102062,2,311,657,235,...
31102063,HALLWAY,31102063,2,311,716,238,...
31102064,HALLWAY,31102064,2,311,731,237,...
31102065,HALLWAY,31102065,2,311,789,237,...
31102066,HALLWAY,31102066,2,311,806,237,...
31102067,HALLWAY,31102067,2,311,863,236,...
31102068,HALLWAY,31102068,2,311,878,236,...
31102069,HALLWAY,31102069,2,311,888,237,...
31102070,HALLWAY,31102070,2,311,975,239,...
31102071,HALLWAY,31102071,2,311,975,252,...
31102072,HALLWAY,31102072,2,311,988,238,...
31102073,HALLWAY,31102073,2,311,1038,240,...
31102074,HALLWAY,31102074,2,311,1040,251,...
31102075,HALLWAY,31102075,2,311,1063,239,...
31102076,HALLWAY,31102076,2,311,1064,254,...
31102077,HALLWAY,31102077,2,311,1073,239,...
31102078,HALLWAY,31102078,2,311,1131,239,...
31102079,HALLWAY,31102079,2,311,1131,257,...
31102080,HALLWAY,31102080,2,311,1159,240,...
31102081,HALLWAY,31102081,2,311,1161,147,...
31102082,HALLWAY,31102082,2,311,1198,147,...
31102083,HALLWAY,31102083,2,311,1199,124,...
31102084,HALLWAY,31102084,2,311,1243,145,...
31102085,HALLWAY,31102085,2,311,1243,158,...
31102086,HALLWAY,31102086,2,311,1290,146,...
31102087,HALLWAY,31102087,2,311,1352,147,...
31102088,HALLWAY,31102088,2,311,1352,128,...
31102089,HALLWAY,31102089,2,311,1239,225,...
31102090,HALLWAY,31102090,2,311,1238,241,...
31102091,HALLWAY,31102091,2,311,1191,241,...
31102092,HALLWAY,31102092,2,311,1191,253,...
31102093,HALLWAY,31102093,2,311,1284,242,...
31102094,HALLWAY,31102094,2,311,1346,242,...
31102095,HALLWAY,31102095,2,311,1348,255,...
31102096,ELEVATOR,엘리베이터2,2,311,1124,188,...
31102097,HALLWAY,31102097,2,311,1160,191,...


31103000,CLASSROOM,301,3,311,165,289,...
31103001,CLASSROOM,302,3,311,284,292,...
31103002,CLASSROOM,303,3,311,324,293,...
31103003,CLASSROOM,304,3,311,364,295,...
31103004,CLASSROOM,305,3,311,405,295,...
31103005,CLASSROOM,306,3,311,181,168,...
31103006,CLASSROOM,307,3,311,304,169,...
31103007,CLASSROOM,308,3,311,362,175,...
31103008,CLASSROOM,311,3,311,562,174,...
31103009,CLASSROOM,312,3,311,485,286,...
31103010,CLASSROOM,313,3,311,560,286,...
31103011,CLASSROOM,314,3,311,606,305,...
31103012,CLASSROOM,315,3,311,665,304,...
31103013,CLASSROOM,316,3,311,720,305,...
31103014,CLASSROOM,317,3,311,761,303,...
31103015,CLASSROOM,318,3,311,801,306,...
31103016,CLASSROOM,319,3,311,840,306,...
31103017,CLASSROOM,320,3,311,880,306,...
31103018,CLASSROOM,321,3,311,917,304,...
31103019,CLASSROOM,S301,3,311,1043,325,...
31103020,CLASSROOM,S302,3,311,1129,324,...
31103021,CLASSROOM,S303,3,311,1241,320,...
31103022,CLASSROOM,S304,3,311,1326,320,...
31103023,CLASSROOM,S305,3,311,1160,114,...
31103024,CLASSROOM,S306,3,311,1309,91,...
31103025,CLASSROOM,S307,3,311,1344,209,...
31103026,STAIRS,계단1,3,311,79,201,...
31103027,STAIRS,계단2,3,311,479,207,...
31103028,STAIRS,계단3,3,311,908,233,...
31103029,STAIRS,계단4,3,311,1105,227,...
31103030,STAIRS,계단5,3,311,1200,127,...
31103031,ELEVATOR,엘리베이터,3,311,644,196,...
31103032,RESTROOM,화장실,3,311,404,213,...
31103033,RESTROOM,화장실,3,311,443,212,...
31103034,RESTROOM,화장실,3,311,1019,230,...
31103035,RESTROOM,화장실,3,311,1082,230,...
31103036,HALLWAY,31103036,3,311,77,231,...
31103037,HALLWAY,31103037,3,311,121,232,...
31103038,HALLWAY,31103038,3,311,78,254,...
31103039,HALLWAY,31103039,3,311,119,211,...
31103040,HALLWAY,31103040,3,311,245,233,...
31103041,HALLWAY,31103041,3,311,245,213,...
31103042,HALLWAY,31103042,3,311,244,251,...
31103043,HALLWAY,31103043,3,311,273,234,...
31103044,HALLWAY,31103044,3,311,335,233,...
31103045,HALLWAY,31103045,3,311,354,233,...
31103046,HALLWAY,31103046,3,311,367,232,...
31103047,HALLWAY,31103047,3,311,406,233,...
31103048,HALLWAY,31103048,3,311,418,234,...
31103049,HALLWAY,31103049,3,311,436,233,...
31103050,HALLWAY,31103050,3,311,436,252,...
31103051,HALLWAY,31103051,3,311,448,233,...
31103052,HALLWAY,31103052,3,311,481,233,...
31103053,HALLWAY,31103053,3,311,521,235,...
31103054,HALLWAY,31103054,3,311,522,220,...
31103055,HALLWAY,31103055,3,311,534,234,...
31103056,HALLWAY,31103056,3,311,534,251,...
31103057,HALLWAY,31103057,3,311,564,235,...
31103058,HALLWAY,31103058,3,311,614,234,...
31103059,HALLWAY,31103059,3,311,613,217,...
31103060,HALLWAY,31103060,3,311,591,253,...
31103061,HALLWAY,31103061,3,311,621,255,...
31103062,HALLWAY,31103062,3,311,645,252,...
31103063,HALLWAY,31103063,3,311,672,253,...
31103064,HALLWAY,31103064,3,311,734,254,...
31103065,HALLWAY,31103065,3,311,751,255,...
31103066,HALLWAY,31103066,3,311,811,253,...
31103067,HALLWAY,31103067,3,311,831,253,...
31103068,HALLWAY,31103068,3,311,865,255,...
31103069,HALLWAY,31103069,3,311,910,254,...
31103070,HALLWAY,31103070,3,311,929,255,...
31103071,HALLWAY,31103071,3,311,1006,255,...
31103072,HALLWAY,31103072,3,311,1006,285,...
31103073,HALLWAY,31103073,3,311,1019,255,...
31103074,HALLWAY,31103074,3,311,1074,255,...
31103075,HALLWAY,31103075,3,311,1073,274,...
31103076,HALLWAY,31103076,3,311,1104,253,...
31103077,HALLWAY,31103077,3,311,1166,258,...
31103078,HALLWAY,31103078,3,311,1199,255,...
31103079,HALLWAY,31103079,3,311,1198,157,...
31103080,HALLWAY,31103080,3,311,1159,156,...
31103081,HALLWAY,31103081,3,311,1250,157,...
31103082,HALLWAY,31103082,3,311,1251,129,...
31103083,HALLWAY,31103083,3,311,1325,157,...
31103084,HALLWAY,31103084,3,311,1338,157,...
31103085,HALLWAY,31103085,3,311,1338,143,...
31103086,HALLWAY,31103086,3,311,1325,178,...
31103087,HALLWAY,31103087,3,311,1232,255,...
31103088,HALLWAY,31103088,3,311,1298,259,...
31103089,HALLWAY,31103089,3,311,1296,281,...
31103090,HALLWAY,31103090,3,311,1323,257,...
31103091,HALLWAY,31103091,3,311,1387,257,...
31103092,HALLWAY,31103092,3,311,1389,270,...
31103097,ELEVATOR,엘리베이터2,3,311,1161,201,...
31103098,HALLWAY,31102098,3,311,1200,202,...

31104000,CLASSROOM,401,4,311,120,278,...
31104001,CLASSROOM,402,4,311,179,277,...
31104002,CLASSROOM,403,4,311,239,279,...
31104003,CLASSROOM,404,4,311,301,280,...
31104004,CLASSROOM,405,4,311,341,279,...
31104005,CLASSROOM,406,4,311,381,281,...
31104006,CLASSROOM,407,4,311,136,159,...
31104007,CLASSROOM,408,4,311,174,159,...
31104008,CLASSROOM,409,4,311,215,160,...
31104009,CLASSROOM,410,4,311,260,162,...
31104010,CLASSROOM,411,4,311,317,162,...
31104011,CLASSROOM,412,4,311,383,162,...
31104012,CLASSROOM,415,4,311,539,160,...
31104013,CLASSROOM,416,4,311,599,163,...
31104014,CLASSROOM,417,4,311,441,286,...
31104015,CLASSROOM,418,4,311,498,286,...
31104016,CLASSROOM,419,4,311,538,285,...
31104017,CLASSROOM,420,4,311,578,288,...
31104018,CLASSROOM,421,4,311,618,291,...
31104019,CLASSROOM,422,4,311,658,290,...
31104020,CLASSROOM,423,4,311,694,291,...
31104021,CLASSROOM,424,4,311,732,292,...
31104022,CLASSROOM,425,4,311,773,295,...
31104023,CLASSROOM,426,4,311,813,292,...
31104024,CLASSROOM,427,4,311,849,292,...
31104025,CLASSROOM,428,4,311,889,296,...
31104026,CLASSROOM,429,4,311,926,296,...
31104027,CLASSROOM,S401,4,311,1177,110,...
31104028,CLASSROOM,S402,4,311,1332,102,...
31104029,CLASSROOM,S403,4,311,1226,277,...
31104030,STAIRS,계단1,4,311,96,194,...
31104031,STAIRS,계단2,4,311,493,200,...
31104032,STAIRS,계단3,4,311,924,226,...
31104033,STAIRS,계단4,4,311,1123,228,...
31104034,STAIRS,계단5,4,311,1223,127,...
31104035,STAIRS,계단6,4,311,1253,302,...
31104036,ELEVATOR,엘리베이터,4,311,658,183,...
31104092,ELEVATOR,엘리베이터2,4,311,1180,194,...
31104037,RESTROOM,화장실,4,311,418,203,...
31104038,RESTROOM,화장실,4,311,460,203,...
31104039,RESTROOM,화장실,4,311,1034,225,...
31104040,RESTROOM,화장실,4,311,1097,226,...
31104041,HALLWAY,31104041,4,311,95,221,...
31104042,HALLWAY,31104042,4,311,128,221,...
31104043,HALLWAY,31104043,4,311,166,220,...
31104044,HALLWAY,31104044,4,311,232,221,...
31104045,HALLWAY,31104045,4,311,231,205,...
31104046,HALLWAY,31104046,4,311,249,222,...
31104047,HALLWAY,31104047,4,311,249,206,...
31104048,HALLWAY,31104048,4,311,271,221,...
31104049,HALLWAY,31104049,4,311,270,239,...
31104050,HALLWAY,31104050,4,311,286,221,...
31104051,HALLWAY,31104051,4,311,288,205,...
31104052,HALLWAY,31104052,4,311,308,220,...
31104053,HALLWAY,31104053,4,311,328,220,...
31104054,HALLWAY,31104054,4,311,369,220,...
31104055,HALLWAY,31104055,4,311,370,203,...
31104056,HALLWAY,31104056,4,311,390,222,...
31104057,HALLWAY,31104057,4,311,420,222,...
31104058,HALLWAY,31104058,4,311,460,220,...
31104059,HALLWAY,31104059,4,311,462,251,...
31104060,HALLWAY,31104060,4,311,493,221,...
31104061,HALLWAY,31104061,4,311,529,223,...
31104062,HALLWAY,31104062,4,311,531,205,...
31104063,HALLWAY,31104063,4,311,548,220,...
31104064,HALLWAY,31104064,4,311,550,248,...
31104065,HALLWAY,31104065,4,311,589,220,...
31104066,HALLWAY,31104066,4,311,589,243,...
31104067,HALLWAY,31104067,4,311,608,223,...
31104068,HALLWAY,31104068,4,311,608,244,...
31104069,HALLWAY,31104069,4,311,627,222,...
31104070,HALLWAY,31104070,4,311,626,205,...
31104071,HALLWAY,31104071,4,311,628,241,...
31104072,HALLWAY,31104072,4,311,657,241,...
31104073,HALLWAY,31104073,4,311,670,241,...
31104074,HALLWAY,31104074,4,311,686,241,...
31104075,HALLWAY,31104075,4,311,744,241,...
31104076,HALLWAY,31104076,4,311,761,241,...
31104077,HALLWAY,31104077,4,311,801,242,...
31104078,HALLWAY,31104078,4,311,862,243,...
31104079,HALLWAY,31104079,4,311,879,241,...
31104080,HALLWAY,31104080,4,311,925,242,...
31104081,HALLWAY,31104081,4,311,939,242,...
31104082,HALLWAY,31104082,4,311,1034,242,...
31104083,HALLWAY,31104083,4,311,1046,241,...
31104084,HALLWAY,31104084,4,311,1047,278,...
31104085,HALLWAY,31104085,4,311,1097,244,...
31104086,HALLWAY,31104086,4,311,1126,246,...
31104087,HALLWAY,31104087,4,311,1219,242,...
31104088,HALLWAY,31104088,4,311,1219,200,...
31104089,HALLWAY,31104089,4,311,1222,147,...
31104090,HALLWAY,31104090,4,311,1179,149,...
31104091,HALLWAY,31104091,4,311,1260,147,...

31105000,CLASSROOM,501,5,311,175,257,...
31105001,CLASSROOM,502,5,311,328,212,...
31105002,CLASSROOM,505,5,311,554,163,...
31105003,CLASSROOM,507,5,311,497,277,...
31105004,CLASSROOM,508,5,311,592,282,...
31105005,CLASSROOM,509,5,311,630,282,...
31105006,CLASSROOM,510,5,311,669,282,...
31105007,CLASSROOM,511,5,311,706,284,...
31105008,CLASSROOM,512,5,311,744,283,...
31105009,CLASSROOM,513,5,311,780,281,...
31105010,CLASSROOM,514,5,311,812,283,...
31105011,CLASSROOM,515,5,311,848,284,...
31105012,CLASSROOM,516,5,311,886,284,...
31105013,CLASSROOM,S501,5,311,1256,100,...
31105014,CLASSROOM,S502,5,311,1143,266,...
31105015,RESTROOM,화장실,5,311,398,179,...
31105016,RESTROOM,화장실,5,311,448,179,...
31105017,RESTROOM,화장실,5,311,984,211,...
31105018,RESTROOM,화장실,5,311,1040,212,...
31105019,STAIRS,계단1,5,311,77,190,...
31105020,STAIRS,계단2,5,311,476,191,...
31105021,STAIRS,계단3,5,311,883,213,...
31105022,STAIRS,계단4,5,311,1065,215,...
31105023,STAIRS,계단5,5,311,1143,116,...
31105024,STAIRS,계단6,5,311,1189,287,...
31105025,ELEVATOR,엘리베이터,5,311,632,179,...
31105026,ELEVATOR,엘리베이터2,5,311,1114,183,...
31105027,HALLWAY,31105027,5,311,92,189,...
31105028,HALLWAY,31105028,5,311,90,309,...
31105029,HALLWAY,31105029,5,311,258,309,...
31105030,HALLWAY,31105030,5,311,93,173,...
31105031,HALLWAY,31105031,5,311,255,172,...
31105032,HALLWAY,31105032,5,311,309,307,...
31105033,HALLWAY,31105033,5,311,308,288,...
31105034,HALLWAY,31105034,5,311,348,305,...
31105035,HALLWAY,31105035,5,311,348,291,...
31105036,HALLWAY,31105036,5,311,399,307,...
31105037,HALLWAY,31105037,5,311,398,224,...
31105038,HALLWAY,31105038,5,311,432,223,...
31105039,HALLWAY,31105039,5,311,432,239,...
31105040,HALLWAY,31105040,5,311,446,224,...
31105041,HALLWAY,31105041,5,311,476,225,...
31105042,HALLWAY,31105042,5,311,509,224,...
31105043,HALLWAY,31105043,5,311,508,204,...
31105044,HALLWAY,31105044,5,311,566,222,...
31105045,HALLWAY,31105045,5,311,567,237,...
31105046,HALLWAY,31105046,5,311,582,224,...
31105047,HALLWAY,31105047,5,311,603,220,...
31105048,HALLWAY,31105048,5,311,603,202,...
31105049,HALLWAY,31105049,5,311,616,239,...
31105050,HALLWAY,31105050,5,311,633,238,...
31105051,HALLWAY,31105051,5,311,657,238,...
31105052,HALLWAY,31105052,5,311,695,237,...
31105053,HALLWAY,31105053,5,311,732,237,...
31105054,HALLWAY,31105054,5,311,771,237,...
31105055,HALLWAY,31105055,5,311,824,236,...
31105056,HALLWAY,31105056,5,311,843,235,...
31105057,HALLWAY,31105057,5,311,883,235,...
31105058,HALLWAY,31105058,5,311,897,236,...
31105059,HALLWAY,31105059,5,311,983,237,...
31105060,HALLWAY,31105060,5,311,1039,237,...
31105061,HALLWAY,31105061,5,311,1067,236,...
31105062,HALLWAY,31105062,5,311,1140,235,...
31105063,HALLWAY,31105063,5,311,1140,184,...
31105064,HALLWAY,31105064,5,311,1142,143,...
31105065,HALLWAY,31105065,5,311,1119,146,...
31105066,HALLWAY,31105066,5,311,1173,147,...
31105067,CLASSROOM,옥상정원,5,311,1088,102,...

31106000,CLASSROOM,S601,6,311,293,350,...
31106001,CLASSROOM,S602,6,311,379,349,...
31106002,CLASSROOM,S603,6,311,472,348,...
31106003,CLASSROOM,S604,6,311,620,347,...
31106004,CLASSROOM,S605,6,311,722,348,...
31106005,CLASSROOM,S606,6,311,801,349,...
31106006,CLASSROOM,S607,6,311,782,223,...
31106007,CLASSROOM,옥외휴게공간,6,311,760,124,...
31106008,STAIRS,계단4,6,311,359,241,...
31106009,STAIRS,계단5,6,311,539,129,...
31106010,STAIRS,계단6,6,311,543,320,...
31106011,ELEVATOR,엘리베이터2,6,311,480,219,...
31106012,RESTROOM,화장실,6,311,257,234,...
31106013,RESTROOM,화장실,6,311,328,223,...
31106014,HALLWAY,31106014,6,311,329,280,...
31106015,HALLWAY,31106015,6,311,329,234,...
31106016,HALLWAY,31106016,6,311,328,302,...
31106017,HALLWAY,31106017,6,311,260,282,...
31106018,HALLWAY,31106018,6,311,359,281,...
31106019,HALLWAY,31106019,6,311,359,297,...
31106020,HALLWAY,31106020,6,311,496,280,...
31106021,HALLWAY,31106021,6,311,496,302,...
31106022,HALLWAY,31106022,6,311,528,281,...
31106023,HALLWAY,31106023,6,311,526,221,...
31106024,HALLWAY,31106024,6,311,528,171,...
31106025,HALLWAY,31106025,6,311,626,171,...
31106026,HALLWAY,31106026,6,311,529,140,...
31106027,HALLWAY,31106027,6,311,540,281,...
31106028,HALLWAY,31106028,6,311,613,280,...
31106029,HALLWAY,31106029,6,311,612,301,...
31106030,HALLWAY,31106030,6,311,719,280,...
31106031,HALLWAY,31106031,6,311,717,261,...
31106032,HALLWAY,31106032,6,311,743,280,...
31106033,HALLWAY,31106033,6,311,743,297,...
31106034,HALLWAY,31106034,6,311,777,280,...
31106035,HALLWAY,31106035,6,311,778,299,...
31106036,HALLWAY,31106036,6,311,832,281,...

31107000,CLASSROOM,S701,7,311,342,440,...
31107001,CLASSROOM,S702,7,311,444,441,...
31107002,CLASSROOM,S703,7,311,594,435,...
31107003,CLASSROOM,S704,7,311,800,440,...
31107004,CLASSROOM,S705,7,311,944,442,...
31107005,CLASSROOM,S706,7,311,1058,441,...
31107006,CLASSROOM,S707,7,311,984,110,...
31107007,CLASSROOM,S708-1,7,311,934,270,...
31107008,CLASSROOM,S708-2,7,311,1096,268,...
31107009,RESTROOM,화장실,7,311,384,262,...
31107010,RESTROOM,화장실,7,311,284,280,...
31107011,STAIRS,계단4,7,311,433,301,...
31107012,STAIRS,계단5,7,311,673,145,...
31107013,ELEVATOR,엘리베이터2,7,311,607,258,...
31107014,HALLWAY,31107014,7,311,331,342,...
31107015,HALLWAY,31107015,7,311,381,343,...
31107016,HALLWAY,31107016,7,311,379,369,...
31107017,HALLWAY,31107017,7,311,381,280,...
31107018,HALLWAY,31107018,7,311,432,343,...
31107019,HALLWAY,31107019,7,311,432,371,...
31107020,HALLWAY,31107020,7,311,619,342,...
31107021,HALLWAY,31107021,7,311,620,369,...
31107022,HALLWAY,31107022,7,311,670,344,...
31107023,HALLWAY,31107023,7,311,670,260,...
31107024,HALLWAY,31107024,7,311,671,201,...
31107025,HALLWAY,31107025,7,311,910,200,...
31107026,HALLWAY,31107026,7,311,909,177,...
31107027,HALLWAY,31107027,7,311,958,202,...
31107028,HALLWAY,31107028,7,311,958,224,...
31107029,HALLWAY,31107029,7,311,1033,201,...
31107030,HALLWAY,31107030,7,311,1037,221,...
31107031,HALLWAY,31107031,7,311,786,344,...
31107032,HALLWAY,31107032,7,311,789,365,...
31107033,HALLWAY,31107033,7,311,935,342,...
31107034,HALLWAY,31107034,7,311,969,343,...
31107035,HALLWAY,31107035,7,311,970,367,...
31107036,HALLWAY,31107036,7,311,1017,344,...
31107037,HALLWAY,31107037,7,311,1019,369,...
31107038,HALLWAY,31107038,7,311,1069,342,...

31108000,CLASSROOM,S801,8,311,347,502,...
31108001,CLASSROOM,S802,8,311,473,502,...
31108002,CLASSROOM,S803,8,311,609,502,...
31108003,CLASSROOM,S804,8,311,736,500,...
31108004,CLASSROOM,S805,8,311,866,500,...
31108005,CLASSROOM,S806,8,311,987,498,...
31108006,CLASSROOM,S807,8,311,1119,499,...
31108007,CLASSROOM,S808,8,311,1041,136,...
31108008,CLASSROOM,S809,8,311,1047,317,...
31108009,RESTROOM,화장실,8,311,274,324,...
31108010,RESTROOM,화장실,8,311,378,308,...
31108011,STAIRS,계단4,8,311,433,332,...
