FromID,ToID,Weight
31102077,31102078,58.0
31102078,31102079,18.0
31102079,31102016,52.8
31102078,31102080,28.02
31102081,31102025,35.06
31102081,31102082,37.0
31102082,31102083,23.02
31102083,31102018,84.91
31102082,31102084,45.04
31102084,31102085,13.0
31102085,31102026,32.98
31102084,31102086,47.01
31102086,31102027,46.39
31102086,31102087,62.01
31102087,31102088,19.0
31102088,31102018,94.67
31102026,31102089,35.23
31102089,31102090,16.03
31102090,31102091,47.0
31102091,31102080,32.02
31102091,31102092,12.0
31102092,31102017,87.46
31102090,31102093,46.01
31102093,31102027,50.0
31102093,31102094,62.0
31102094,31102095,13.15
31102095,31102017,92.59
31102081,31102097,44.01
31102097,31102096,36.12
31102097,31102080,49.01

31103026,31103036,30.07
31103036,31103037,44.01
31103036,31103038,23.02
31103038,31103000,93.78
31103037,31103039,21.1
31103039,31103005,75.45
31103037,31103040,124.0
31103040,31103041,20.0
31103041,31103005,78.24
31103040,31103042,18.03
31103042,31103000,87.66
31103040,31103043,28.02
31103043,31103001,59.03
31103043,31103006,72.01
31103043,31103044,62.01
31103044,31103002,61.0
31103044,31103045,19.0
31103045,31103003,62.8
31103045,31103046,13.04
31103046,31103007,57.22
31103046,31103047,39.01
31103047,31103032,20.1
31103047,31103048,12.04
31103048,31103004,62.37
31103048,31103049,18.03
31103049,31103050,19.0
31103050,31103009,59.64
31103049,31103051,12.0
31103051,31103033,21.59
31103051,31103052,33.0
31103052,31103027,26.08
31103052,31103053,40.05
31103053,31103054,15.03
31103054,31103008,60.96
31103053,31103055,13.04
31103055,31103056,17.0
31103056,31103009,60.22
31103055,31103057,30.02
31103057,31103010,51.16
31103057,31103058,50.01
31103058,31103059,17.03
31103059,31103008,66.71
31103011,31103060,54.12
31103060,31103061,30.07
31103061,31103058,22.14
31103061,31103062,24.19
31103062,31103031,56.01
31103062,31103063,27.02
31103063,31103012,51.48
31103063,31103064,62.01
31103064,31103013,52.89
31103064,31103065,17.03
31103065,31103014,49.03
31103065,31103066,60.03
31103066,31103015,53.94
31103066,31103067,20.0
31103067,31103016,53.76
31103067,31103068,34.06
31103068,31103017,53.16
31103068,31103069,45.01
31103069,31103028,21.1
31103069,31103070,19.03
31103070,31103018,50.45
31103070,31103071,77.0
31103071,31103072,30.0
31103072,31103019,54.49
31103071,31103073,13.0
31103073,31103034,25.0
31103073,31103074,55.0
31103074,31103075,19.03
31103075,31103019,59.17
31103074,31103035,26.25
31103074,31103076,30.07
31103076,31103029,26.02
31103076,31103077,62.2
31103077,31103020,75.66
31103077,31103078,33.14
31103079,31103030,30.07
31103023,31103080,42.01
31103080,31103079,39.01
31103079,31103081,52.0
31103081,31103082,28.02
31103082,31103024,69.34
31103081,31103083,75.0
31103083,31103084,13.0
31103084,31103085,14.0
31103085,31103024,59.54
31103083,31103086,21.0
31103086,31103025,36.36
31103078,31103087,33.0
31103087,31103021,65.62
31103087,31103088,66.12
31103088,31103089,22.09
31103089,31103022,49.2
31103088,31103090,25.08
31103090,31103022,63.07
31103090,31103091,64.0
31103091,31103092,13.15
31103092,31103022,80.43
31103097,31103098,39.01
31103098,31103079,45.04
31103098,31103078,53.01

31104030,31104041,27.02
31104041,31104000,62.24
31104041,31104042,33.0
31104042,31104006,62.51
31104042,31104043,38.01
31104043,31104007,61.52
31104043,31104001,58.46
31104043,31104044,66.01
31104044,31104045,16.03
31104045,31104008,47.76
31104044,31104046,17.03
31104046,31104047,16.0
31104047,31104009,45.35
31104046,31104048,22.02
31104048,31104049,18.03
31104049,31104002,50.61
31104048,31104050,15.0
31104050,31104051,16.12
31104051,31104010,51.87
31104050,31104052,22.02
31104052,31104003,60.41
31104052,31104053,20.0
31104053,31104004,60.42
31104053,31104054,41.0
31104054,31104055,17.03
31104055,31104011,43.01
31104054,31104056,21.1
31104056,31104005,59.68
31104056,31104057,30.0
31104057,31104037,19.1
31104057,31104058,40.05
31104058,31104038,17.0
31104058,31104059,31.06
31104059,31104014,40.82
31104058,31104060,33.02
31104060,31104031,21.0
31104060,31104015,65.19
31104060,31104061,36.06
31104061,31104062,18.11
31104062,31104012,45.71
31104061,31104063,19.24
31104063,31104064,28.07
31104064,31104016,38.9
31104063,31104065,41.0
31104065,31104066,23.0
31104066,31104017,46.32
31104065,31104067,19.24
31104067,31104068,21.0
31104068,31104018,48.05
31104067,31104069,19.03
31104069,31104070,17.03
31104070,31104013,49.93
31104069,31104071,19.03
31104071,31104072,29.0
31104072,31104036,58.01
31104072,31104073,13.0
31104073,31104019,50.45
31104073,31104074,16.0
31104074,31104020,50.64
31104074,31104075,58.0
31104075,31104021,52.39
31104075,31104076,17.0
31104076,31104022,55.32
31104076,31104077,40.01
31104077,31104023,51.42
31104077,31104078,61.01
31104078,31104024,50.7
31104078,31104079,17.12
31104079,31104025,55.9
31104079,31104080,46.01
31104080,31104032,16.03
31104080,31104081,14.0
31104081,31104026,55.54
31104081,31104082,95.0
31104082,31104039,17.0
31104082,31104083,12.04
31104083,31104084,37.01
31104084,31104029,179.0
31104083,31104085,51.09
31104085,31104040,18.0
31104085,31104086,29.07
31104086,31104033,18.25
31104086,31104087,93.09
31104087,31104029,35.69
31104087,31104088,42.0
31104088,31104089,53.08
31104089,31104090,43.05
31104090,31104027,39.05
31104089,31104034,20.02
31104089,31104091,38.0
31104091,31104028,84.91
31104029,31104035,36.8
31104092,31104088,39.46

31105019,31105027,15.03
31105027,31105028,120.02
31105028,31105029,168.0
31105027,31105030,16.03
31105030,31105031,162.0
31105031,31105029,137.03
31105000,31105029,97.94
31105029,31105032,51.04
31105032,31105033,19.03
31105033,31105001,78.59
31105032,31105034,39.05
31105034,31105035,14.0
31105035,31105001,81.49
31105034,31105036,51.04
31105036,31105037,83.01
31105037,31105015,45.0
31105037,31105038,34.01
31105038,31105039,16.0
31105039,31105003,75.29
31105038,31105040,14.04
31105040,31105016,45.04
31105040,31105041,30.02
31105041,31105020,34.0
31105041,31105042,33.02
31105042,31105043,20.02
31105043,31105002,61.62
31105042,31105044,57.04
31105044,31105045,15.03
31105045,31105003,80.62
31105044,31105046,16.12
31105046,31105004,58.86
31105046,31105047,21.38
31105047,31105048,18.0
31105048,31105002,62.63
31105047,31105049,23.02
31105049,31105050,17.03
31105050,31105025,59.01
31105049,31105005,45.22
31105050,31105051,24.0
31105051,31105006,45.61
31105051,31105052,38.01
31105052,31105007,48.27
31105053,31105052,37.0
31105053,31105008,47.54
31105053,31105054,39.0
31105054,31105009,44.91
31105054,31105055,53.01
31105055,31105010,48.51
31105055,31105056,19.03
31105056,31105011,49.25
31105056,31105057,40.0
31105057,31105021,22.0
31105057,31105058,14.04
31105058,31105012,49.24
31105058,31105059,86.01
31105059,31105017,26.02
31105059,31105060,56.0
31105060,31105018,25.02
31105060,31105061,28.02
31105061,31105022,21.1
31105061,31105062,73.01
31105062,31105063,51.0
31105063,31105026,26.02
31105063,31105064,41.05
31105064,31105023,27.02
31105064,31105065,23.19
31105064,31105066,31.26
31105066,31105013,95.38
31105062,31105014,31.14
31105014,31105024,50.57
31105067,31105065,53.82

31106014,31106015,46.0
31106015,31106012,72.0
31106013,31106015,11.05
31106014,31106016,22.02
31106016,31106000,59.41
31106017,31106014,69.03
31106014,31106018,30.02
31106018,31106019,16.0
31106019,31106001,55.71
31106018,31106008,40.0
31106018,31106020,137.0
31106020,31106021,22.0
31106021,31106002,51.88
31106020,31106022,32.02
31106022,31106023,60.03
31106023,31106011,46.04
31106023,31106024,50.04
31106024,31106025,98.0
31106025,31106007,142.0
31106024,31106026,31.02
31106026,31106009,14.87
31106022,31106027,12.0
31106027,31106010,39.12
31106027,31106028,73.01
31106028,31106029,21.02
31106029,31106003,46.69
31106028,31106030,106.0
31106030,31106031,19.1
31106031,31106006,75.29
31106030,31106032,24.0
31106032,31106033,17.0
31106033,31106004,55.15
31106032,31106034,34.0
31106034,31106035,19.03
31106035,31106005,55.04
31106034,31106036,55.01

31107014,31107015,50.01
31107015,31107016,26.08
31107016,31107000,80.06
31107015,31107017,63.0
31107017,31107010,97.0
31107017,31107009,18.25
31107015,31107018,51.0
31107018,31107011,42.01
31107018,31107019,28.0
31107019,31107001,71.02
31107018,31107020,187.0
31107020,31107021,27.02
31107021,31107002,70.94
31107020,31107022,51.04
31107022,31107023,84.0
31107023,31107013,63.03
31107023,31107024,59.01
31107024,31107012,56.04
31107024,31107025,239.0
31107025,31107026,23.02
31107026,31107006,100.57
31107025,31107027,48.04
31107027,31107028,22.0
31107028,31107007,51.88
31107027,31107029,75.01
31107029,31107030,20.4
31107030,31107008,75.43
31107022,31107031,116.0
31107031,31107032,21.21
31107032,31107003,75.8
31107031,31107033,149.01
31107033,31107007,72.01
31107033,31107034,34.01
31107034,31107035,24.02
31107035,31107004,79.38
31107034,31107036,48.01
31107036,31107037,25.08
31107037,31107005,81.88
31107036,31107038,52.04

31108014,31108015,42.01
31108015,31108016,28.0
31108016,31108000,86.73
31108015,31108017,68.0
31108017,31108009,104.0
31108017,31108010,17.0
31108015,31108018,54.04
31108018,31108011,63.01
31108018,31108019,29.0
31108019,31108001,88.12
31108018,31108020,206.0
31108020,31108021,30.02
31108021,31108002,81.93
31108020,31108022,61.01
31108022,31108023,36.06
31108023,31108003,78.26
31108022,31108024,95.0
31108024,31108013,71.03
31108024,31108025,65.0
31108025,31108012,55.0
31108025,31108026,252.02
31108026,31108027,27.07
31108027,31108007,118.07
31108022,31108028,124.0
31108028,31108029,25.08
31108029,31108004,90.79
31108028,31108030,164.0
31108030,31108031,26.02
31108031,31108008,78.64
31108030,31108032,35.0
31108032,31108033,34.01
31108033,31108005,77.83
31108032,31108034,59.0
31108034,31108035,30.0
31108035,31108006,83.19


3110133,31102021,1
31102021,31103026,1
31103026,31104030,1
31104030,31105019,1
3110256,31102022,1
31102022,31103027,1
31103027,31104031,1
31104031,31105020,1
3110215,31102023,1
31102023,31103028,1
31103028,31104032,1
31104032,31105021,1
3110131,31102024,1
31102024,31103029,1
31103029,31104033,1
31104033,31105022,1
31105022,31106008,1
31106008,31107011,1
31107011,31108011,1
3110257,31102025,1
31102025,31103030,1
31103030,31104034,1
31104034,31105023,1
31105023,31106009,1
31106009,31107012,1
31107012,31108012,1
31104035,31105024,1
31105024,31106010,1

3110130,31102046,1
31102046,31103031,1
31103031,31104036,1
31104036,31105025,1

31101003,31102096,0
31102096,31103097,0
31103097,31104092,0
31104092,31105026,0
31105026,31106011,0
31106011,31107013,0
31107013,31108013,0
