FromID,ToID,Weight
31001044,31001046,80.0
31001046,31001047,42.0
31001047,31001048,14.14
31001048,31001002,65.31
31001047,31001049,31.0
31001049,31001005,27.0
31001049,31001050,36.01
31001050,31001004,26.0
31001050,31001051,40.0
31001051,31001003,24.08
31001051,31001052,27.02
31001052,31001053,18.11
31001053,31001025,15.81
31001052,31001054,57.0
31001054,31001026,27.17
31001046,31001055,33.0
31001055,31001056,75.0
31001056,31001057,41.0
31001056,31001058,24.08
31001058,31001010,48.33
31001057,31001020,29.12
31001057,31001059,23.02
31001059,31001060,74.0
31001060,31001006,10.05
31001057,31001061,13.04
31001057,31001007,70.11
31001061,31001008,73.17
31001061,31001062,37.0
31001062,31001063,21.0
31001063,31001011,38.01
31001062,31001064,22.02
31001064,31001065,14.04
31001065,31001009,16.12
31001063,31001066,84.01
31001066,31001067,73.01
31001066,31001012,17.03
31001067,31001024,30.41
31001067,31001068,24.02
31001068,31001069,13.04
31001069,31001017,65.8
31001068,31001070,136.01
31001070,31001071,11.18
31001071,31001017,72.53
31001070,31001072,29.0
31001072,31001021,23.0
31001072,31001073,28.0
31001073,31001074,14.0
31001074,31001019,17.03
31001074,31001016,100.28
31002036,31002053,22.02
31002053,31002052,18.68
31002053,31002054,48.0
31002054,31002055,13.04
31002055,31002035,16.28
31002054,31002056,17.0
31002056,31002057,13.04
31002057,31002034,19.85
31002056,31002058,17.0
31002058,31002059,14.0
31002059,31002037,41.05
31002058,31002060,47.0
31002060,31002061,12.17
31002061,31002033,17.49
31002060,31002062,23.02
31002062,31002038,28.6
31002062,31002032,28.16
31002062,31002063,13.04
31002063,31002064,13.0
31002064,31002039,25.5
31002063,31002065,45.01
31002065,31002066,13.04
31002066,31002031,15.65
31002065,31002067,17.0
31002067,31002068,11.05
31002068,31002030,18.36
31002067,31002069,23.0
31002069,31002070,11.18
31002070,31002040,20.52
31002069,31002071,16.0
31002071,31002072,10.2
31002072,31002041,23.6
31002071,31002073,23.0
31002073,31002074,10.2
31002074,31002029,22.8
31002073,31002075,37.01
31002075,31002076,10.0
31002076,31002044,16.28
31002075,31002077,21.02
31002077,31002078,36.01
31002078,31002048,13.6
31002078,31002079,48.01
31002079,31002080,10.2
31002080,31002000,58.69
31002079,31002081,129.0
31002081,31002082,12.04
31002082,31002000,72.18
31002077,31002083,67.12
31002083,31002084,14.56
31002084,31002042,58.52
31002083,31002085,122.0
31002085,31002086,11.0
31002086,31002042,72.53
31002085,31002087,29.0
31002087,31002088,40.05
31002088,31002049,18.03
31002087,31002089,30.0
31002089,31002051,23.02
31002089,31002090,25.0
31002090,31002091,14.0
31002091,31002043,64.29
31002090,31002092,128.0
31002092,31002093,12.0
31002093,31002043,68.41
31002092,31002094,28.02
31002094,31002095,11.05
31002095,31002045,18.03
31002094,31002096,81.01
31002096,31002097,12.17
31002097,31002008,34.01
31002096,31002098,12.17
31002098,31002009,28.23
31002096,31002099,20.02
31002099,31002100,11.4
31002100,31002010,21.63
31002081,31002101,27.02
31002101,31002102,13.04
31002102,31002001,42.06
31002101,31002103,83.01
31002103,31002104,11.0
31002104,31002001,46.82
31002103,31002105,20.02
31002105,31002106,14.14
31002106,31002002,38.08
31002105,31002107,98.01
31002107,31002108,11.0
31002108,31002003,20.52
31002107,31002109,15.0
31002109,31002110,10.2
31002110,31002004,29.68
31002109,31002111,95.01
31002111,31002112,11.0
31002112,31002005,17.49
31002111,31002113,19.0
31002113,31002114,11.05
31002114,31002006,14.32
31002113,31002115,93.01
31002115,31002116,13.0
31002116,31002007,30.87
31002111,31002117,20.02
31002117,31002050,36.06
31002117,31002047,62.07
31002117,31002118,36.01
31002118,31002119,26.0
31002119,31002046,38.64
31002118,31002028,31.14
31002118,31002120,18.03
31002120,31002027,34.06
31002120,31002121,31.06
31002121,31002122,25.0
31002122,31002011,25.63
31002122,31002123,17.0
31002123,31002124,10.2
31002124,31002026,12.81
31002123,31002125,23.0
31002125,31002012,26.57
31002125,31002126,35.01
31002126,31002013,26.4
31002126,31002127,17.03
31002127,31002128,13.04
31002128,31002025,33.62
31002127,31002129,23.0
31002129,31002014,26.93
31002129,31002130,15.0
31002130,31002131,11.05
31002131,31002024,22.8
31002130,31002132,19.1
31002132,31002015,26.42
31002132,31002133,18.0
31002133,31002023,27.86
31002133,31002134,21.0
31002134,31002016,29.41
31002134,31002135,18.0
31002135,31002022,26.83
31002135,31002136,22.02
31002136,31002017,26.57
31002136,31002137,18.03
31002137,31002021,25.63
31002137,31002138,20.0
31002138,31002139,10.05
31002139,31002018,34.93
31002018,31002140,15.23
31002138,31002141,38.01
31002141,31002140,11.05
31002138,31002020,37.64
31002141,31002142,54.01
31002142,31002019,18.03
31002142,31002144,21.02
31002144,31002143,14.04

31003042,31003052,13.04
31003052,31003053,14.0
31003053,31003037,37.7
31003052,31003054,52.01
31003054,31003055,11.0
31003055,31003036,24.76
31003054,31003056,18.0
31003056,31003057,12.0
31003057,31003035,21.26
31003056,31003058,72.01
31003058,31003059,10.05
31003059,31003034,23.43
31003058,31003060,19.0
31003060,31003061,11.0
31003061,31003033,20.25
31003060,31003062,45.01
31003062,31003063,16.0
31003063,31003038,70.21
31003062,31003064,29.0
31003064,31003065,10.05
31003065,31003032,25.46
31003064,31003066,18.0
31003066,31003067,10.05
31003067,31003031,19.7
31003066,31003068,20.0
31003068,31003069,12.17
31003069,31003039,33.29
31003068,31003070,49.0
31003070,31003071,10.05
31003071,31003030,21.63
31003070,31003072,44.0
31003072,31003073,12.0
31003073,31003048,20.62
31003072,31003074,28.02
31003074,31003075,43.05
31003075,31003043,17.03
31003075,31003076,53.0
31003076,31003077,10.05
31003077,31003000,21.19
31003076,31003078,41.0
31003078,31003079,11.05
31003079,31003001,18.03
31003078,31003080,45.0
31003080,31003081,10.0
31003081,31003002,16.16
31003080,31003082,63.0
31003082,31003083,10.0
31003083,31003003,14.76
31003082,31003084,24.0
31003084,31003085,12.0
31003085,31003004,21.95
31003084,31003086,44.0
31003086,31003087,10.0
31003087,31003005,19.8
31003086,31003088,66.01
31003088,31003089,11.0
31003089,31003006,18.44
31003088,31003090,21.02
31003090,31003091,11.0
31003091,31003007,24.7
31003090,31003092,44.01
31003092,31003093,11.05
31003093,31003008,17.69
31003092,31003094,68.01
31003094,31003095,10.05
31003095,31003009,20.52
31003094,31003096,16.0
31003096,31003097,10.2
31003097,31003010,27.46
31003096,31003098,48.01
31003098,31003099,10.05
31003099,31003011,14.42
31003098,31003100,66.0
31003100,31003101,10.0
31003101,31003012,19.85
31003100,31003102,25.08
31003102,31003051,88.0
31003102,31003045,40.01
31003102,31003103,40.31
31003103,31003104,71.03
31003103,31003029,32.0
31003103,31003105,23.09
31003105,31003106,36.01
31003105,31003028,35.06
31003100,31003107,19.03
31003107,31003108,12.04
31003108,31003013,27.2
31003107,31003109,66.01
31003109,31003110,11.05
31003110,31003014,14.42
31003109,31003111,46.0
31003111,31003112,10.05
31003112,31003015,19.1
31003074,31003113,80.02
31003113,31003114,16.28
31003114,31003040,75.93
31003113,31003115,148.0
31003115,31003116,12.04
31003116,31003040,78.59
31003115,31003117,23.0
31003117,31003118,37.01
31003118,31003044,26.48
31003117,31003119,35.01
31003119,31003047,25.0
31003119,31003120,32.0
31003120,31003121,16.12
31003121,31003041,66.94
31003120,31003122,128.0
31003122,31003123,14.14
31003123,31003041,65.25
31003122,31003124,38.0
31003124,31003049,30.07
31003124,31003125,46.0
31003125,31003126,17.03
31003126,31003016,45.22
31003125,31003127,47.0
31003127,31003128,12.04
31003128,31003017,39.0
31003127,31003129,22.02
31003129,31003130,12.17
31003130,31003018,25.81
31003129,31003131,21.02
31003131,31003132,13.15
31003132,31003016,51.26
31003131,31003106,49.01
31003106,31003133,22.0
31003133,31003134,13.04
31003134,31003019,61.85
31003133,31003135,62.0
31003135,31003136,16.03
31003136,31003027,50.16
31003136,31003026,60.42
31003135,31003137,42.0
31003137,31003138,12.04
31003138,31003019,48.7
31003137,31003139,53.0
31003139,31003140,14.14
31003140,31003026,41.79
31003139,31003020,29.41
31003139,31003141,46.0
31003141,31003021,32.25
31003141,31003142,22.0
31003142,31003143,17.03
31003143,31003140,65.07
31003143,31003025,31.62
31003142,31003144,14.0
31003144,31003145,14.14
31003145,31003022,67.27
31003144,31003146,76.03
31003146,31003147,12.0
31003147,31003024,19.21
31003146,31003148,48.0
31003148,31003023,28.64
31003148,31003149,23.0
31003149,31003150,14.14
31003150,31003022,82.38
31003149,31003151,50.01
31003151,31003046,17.26

31004027,31004034,19.0
31004034,31004035,61.01
31004035,31004036,13.04
31004036,31004000,74.46
31004035,31004037,148.0
31004037,31004038,13.0
31004038,31004000,79.08
31004037,31004039,26.02
31004039,31004040,13.04
31004040,31004001,76.16
31004039,31004041,145.0
31004041,31004042,11.0
31004042,31004001,74.73
31004041,31004043,31.0
31004043,31004044,11.0
31004044,31004002,74.46
31004043,31004045,138.0
31004045,31004046,11.0
31004046,31004002,68.68
31004045,31004047,38.0
31004047,31004048,12.0
31004048,31004003,75.19
31004047,31004049,142.0
31004049,31004050,13.15
31004050,31004003,73.25
31004047,31004051,16.03
31004051,31004052,35.0
31004052,31004032,34.79
31004051,31004053,17.03
31004053,31004029,48.0
31004053,31004054,34.01
31004054,31004055,33.0
31004055,31004033,36.88
31004054,31004056,31.06
31004056,31004022,15.52
31004054,31004057,22.0
31004057,31004058,28.0
31004058,31004021,20.4
31004057,31004059,33.06
31004059,31004060,33.0
31004060,31004061,14.04
31004061,31004004,21.21
31004059,31004062,37.0
31004062,31004063,13.0
31004063,31004024,51.55
31004062,31004064,14.0
31004064,31004023,43.01
31004062,31004065,91.01
31004065,31004066,14.0
31004066,31004024,44.94
31004065,31004067,17.03
31004067,31004023,49.82
31004065,31004069,38.01
31004069,31004068,32.02
31004069,31004070,38.0
31004070,31004071,14.0
31004071,31004026,71.17
31004070,31004072,137.0
31004072,31004073,14.0
31004073,31004026,71.84
31004072,31004074,37.0
31004074,31004031,29.07
31004074,31004075,33.0
31004075,31004076,46.01
31004076,31004028,19.03
31004075,31004077,24.02
31004077,31004078,18.0
31004078,31004025,77.67
31004077,31004079,152.0
31004079,31004080,12.04
31004080,31004025,77.88
31004079,31004034,120.1
31004060,31004081,26.02
31004081,31004082,13.0
31004082,31004020,11.7
31004081,31004083,23.02
31004083,31004084,13.04
31004084,31004005,20.81
31004083,31004085,43.01
31004085,31004086,11.0
31004086,31004006,20.59
31004085,31004087,21.02
31004087,31004088,13.04
31004088,31004019,36.69
31004087,31004089,21.0
31004089,31004090,14.04
31004090,31004007,21.26
31004089,31004091,26.02
31004091,31004092,10.0
31004092,31004018,22.67
31004091,31004093,20.0
31004093,31004094,13.15
31004094,31004008,21.4
31004093,31004095,24.0
31004095,31004096,10.0
31004096,31004017,24.04
31004095,31004097,20.0
31004097,31004098,12.0
31004098,31004009,20.81
31004097,31004099,26.02
31004099,31004100,11.0
31004100,31004016,21.26
31004099,31004101,21.0
31004101,31004102,12.04
31004102,31004010,19.31
31004101,31004103,19.03
31004103,31004104,11.18
31004104,31004015,20.81
31004103,31004105,23.0
31004105,31004106,12.04
31004106,31004011,20.62
31004105,31004107,26.0
31004107,31004108,11.0
31004108,31004014,21.26
31004107,31004109,22.0
31004109,31004110,12.0
31004110,31004012,20.12
31004109,31004111,21.0
31004111,31004112,10.2
31004112,31004013,16.55
31004111,31004113,53.0
31004113,31004030,17.0

31005028,31005032,25.0
31005032,31005033,32.0
31005033,31005034,39.0
31005034,31005022,65.79
31005033,31005035,41.0
31005035,31005025,17.12
31005032,31005036,166.0
31005036,31005037,13.0
31005037,31005023,70.09
31005036,31005038,35.0
31005038,31005029,27.02
31005038,31005039,43.01
31005039,31005040,17.0
31005040,31005002,37.11
31005039,31005041,15.03
31005041,31005003,39.29
31005039,31005042,85.01
31005042,31005043,15.13
31005043,31005002,48.51
31005042,31005044,14.0
31005044,31005003,49.03
31005042,31005045,32.0
31005045,31005046,35.0
31005046,31005047,14.0
31005047,31005004,25.06
31005046,31005048,20.02
31005048,31005049,12.04
31005049,31005019,10.3
31005048,31005050,21.02
31005050,31005051,13.0
31005051,31005004,23.02
31005045,31005052,30.07
31005052,31005053,25.0
31005053,31005020,17.72
31005052,31005054,24.0
31005054,31005055,36.0
31005055,31005000,45.12
31005054,31005030,59.14
31005054,31005056,10.05
31005056,31005031,89.05
31005056,31005057,23.0
31005057,31005026,52.01
31005057,31005001,78.31
31005057,31005058,27.02
31005058,31005021,64.0
31005058,31005059,564.01
31005059,31005024,20.0
31005050,31005060,38.0
31005060,31005061,11.0
31005061,31005005,18.87
31005060,31005062,22.02
31005062,31005063,11.0
31005063,31005018,31.3
31005062,31005064,30.02
31005064,31005065,12.53
31005065,31005006,18.03
31005064,31005066,16.28
31005066,31005017,20.0
31005064,31005067,31.0
31005067,31005068,12.04
31005068,31005007,18.03
31005067,31005069,20.02
31005069,31005070,11.0
31005070,31005016,20.25
31005069,31005071,24.0
31005071,31005072,12.17
31005072,31005008,16.64
31005071,31005073,19.03
31005073,31005074,11.18
31005074,31005015,23.35
31005073,31005075,24.0
31005075,31005076,11.4
31005076,31005009,21.93
31005075,31005077,18.0
31005077,31005078,10.05
31005078,31005014,18.79
31005077,31005079,23.0
31005079,31005080,13.04
31005080,31005010,17.0
31005079,31005081,21.0
31005081,31005082,10.0
31005082,31005013,22.02
31005081,31005083,18.11
31005083,31005084,13.15
31005084,31005011,19.1
31005083,31005085,24.0
31005085,31005086,13.15
31005086,31005012,20.62
31005085,31005087,35.01
31005087,31005088,29.27
31005088,31005089,23.0
31005089,31005027,13.0

31001075,31002052,0
31002052,31003042,0
31001018,31002048,0
31002048,31003043,0
31003043,31004027,0
31004027,31005024,0
31001019,31002049,0
31002049,31003044,0
31003044,31004028,0
31004028,31005025,0
31001020,31002050,0
31002050,31003045,0
31003045,31004029,0
31004029,31005026,0
31002143,31003046,0
31003046,31004030,0
31004030,31005027,0
31001021,31002051,0
31002051,31003047,0
31003047,31004031,0
31004031,31005028,0

